Number,uid,name,Staff,HWP,Location,HWP.1,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,TimeSamp,WQO,WQC,WQM,WQS,created,access,login,Latest,ActivePeriod,Years,Blog,Comment,Footprint,Forum,Invite,InviteAccepted,Pres,Quiz,Sample,Share,PCA1_Difficulty,Uploaded,Sample_bi,Super_user
97,3180,niranjan.reddy.konudula,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/10/2013,23/10/2013,23/10/2013,23/10/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
98,3181,janakiramrudraboina,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/10/2013,31/12/1969,31/12/1969,23/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
99,3182,mazharalimohammed,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/10/2013,23/10/2013,23/10/2013,23/10/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
100,3183,mohammedabdulayub,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/10/2013,23/10/2013,23/10/2013,23/10/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
101,3192,sanjaywadhwani,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/10/2013,31/12/1969,31/12/1969,23/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
102,3194,omneyaelmaghraby,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/10/2013,31/12/1969,31/12/1969,24/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
103,3197,davi,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/10/2013,31/12/1969,31/12/1969,24/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
104,3201,dandelionseed,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,25/10/2013,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
105,3203,buzzoo,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,25/10/2013,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
106,3204,Lynn Cui,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,25/10/2013,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
107,3205,kanglamomo,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,25/10/2013,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
108,3207,jooey,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,25/10/2013,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
109,3209,louiseaddy,0,1,leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,25/10/2013,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
110,3218,segulavs,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/10/2013,31/12/1969,31/12/1969,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
111,3228,joaquin.elizalde,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,31/12/1969,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0
112,3230,ariel.martinez,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,31/12/1969,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0
113,3231,dulce.flores,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,25/10/2013,25/10/2013,31/12/1969,25/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,0,0
114,3240,mohamed.almatrook,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2013,31/12/1969,31/12/1969,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
115,3244,nehachoprakumar,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2013,31/12/1969,31/12/1969,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
116,3248,sherylslater,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2013,31/12/1969,31/12/1969,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
117,3258,Mohanad.magdy,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2013,31/12/1969,31/12/1969,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
118,3259,maie_eldesuky,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2013,31/12/1969,31/12/1969,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
119,3261,sampath.fernando,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2013,31/12/1969,31/12/1969,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
120,3269,Lama.tayyara,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/10/2013,31/12/1969,31/12/1969,29/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
121,3323,nannanying,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA,NA,30/10/2013,30/10/2013,30/10/2013,30/10/2013,0,0,0,0,0,0,0,0,0,2,0,0,-0.2317,0,0,0
122,3329,Paul Goguel-Masson,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/10/2013,31/12/1969,31/12/1969,30/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
123,3333,lewisharris1993,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31/10/2013,31/12/1969,31/12/1969,31/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
124,3335,kelvindjiang,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/11/2013,31/12/1969,31/12/1969,01/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
125,3336,alanckwan,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/11/2013,31/12/1969,31/12/1969,01/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
126,3340,sanjaykamath,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/11/2013,31/12/1969,31/12/1969,01/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
127,3341,sameer1shah,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/11/2013,31/12/1969,31/12/1969,01/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
128,3358,mikebeattie,0,1,london,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/11/2013,05/11/2013,05/11/2013,05/11/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
129,3360,rignesh.doshi,0,1,london,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/11/2013,31/12/1969,31/12/1969,05/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
130,3373,rayzhou113,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/11/2013,31/12/1969,31/12/1969,05/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
131,3375,rayzhouboy,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/11/2013,31/12/1969,31/12/1969,05/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
132,3394,slslater,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/11/2013,31/12/1969,31/12/1969,10/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
133,3395,stasiread,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/11/2013,31/12/1969,31/12/1969,10/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
134,3396,anastasiaread,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/11/2013,31/12/1969,31/12/1969,10/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
135,3429,rahul.shandilya4,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
136,3431,saaanjh,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
137,3432,abhijit.chaskar,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
138,3433,segulavs_1,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,13/11/2013,13/11/2013,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
139,3435,amishgupta2,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
140,3438,mahesh.math,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
141,3439,ravisangwan2003,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,13/11/2013,13/11/2013,13/11/2013,0,0,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
142,3445,niraj.ghorpade,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
143,3446,mahendraapatil,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
144,3448,mittaladitya2,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
145,3449,jainsnigdha,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
146,3450,mayur.devikar,0,1,dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
147,3452,jaisanipriyanka,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,13/11/2013,13/11/2013,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
148,3454,swargapi,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,13/11/2013,13/11/2013,13/11/2013,0,0,0,0,0,0,0,0,0,3,0,0,-0.4971,0,0,0
149,3455,zip2mohit,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
150,3456,stephensamson,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
151,3458,khatris2001,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
152,3459,niru.tm,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/11/2013,31/12/1969,31/12/1969,13/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
153,3467,sally247,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/11/2013,31/12/1969,31/12/1969,14/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
154,3469,subinnair,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/11/2013,31/12/1969,31/12/1969,14/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
155,3474,SiobhanS,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/11/2013,31/12/1969,31/12/1969,17/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
156,3487,mk,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/11/2013,31/12/1969,31/12/1969,19/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
157,3491,saram.siddiqui,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/11/2013,19/11/2013,19/11/2013,19/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
158,3494,ambika.mohan,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/11/2013,31/12/1969,31/12/1969,19/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
159,3503,Ashwath RAO,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21/11/2013,31/12/1969,31/12/1969,21/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
160,3513,Pune,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/11/2013,22/11/2013,22/11/2013,22/11/2013,0,0,0,0,0,0,0,0,0,2,0,0,-0.7625,0,0,0
161,3516,Aaron,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,31/12/1969,31/12/1969,25/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
162,3519,francis.harry05,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,31/12/1969,31/12/1969,25/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
163,3522,vjegathishkumar,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,25/11/2013,25/11/2013,25/11/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
164,3525,k.kishu03,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,31/12/1969,31/12/1969,25/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
165,3526,madhusudhanvepamaninti,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,25/11/2013,25/11/2013,25/11/2013,0,0,0,0,0,0,0,0,0,2,0,0,-0.4971,0,0,0
166,3527,mahtalatsheikh,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,25/11/2013,25/11/2013,25/11/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
167,3528,muralidhar1kanduri,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,31/12/1969,31/12/1969,25/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
168,3531,rameshbabukagupati,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,31/12/1969,31/12/1969,25/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
169,3535,uttamroy,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,25/11/2013,25/11/2013,25/11/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
170,3536,venugopal.bhamidipati,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/11/2013,31/12/1969,31/12/1969,25/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
171,3551,jo.cole,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
172,3552,miles.dixon,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
173,3553,vega.hall-martin,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
174,3554,janetnew,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
175,3557,michael.wilding,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
176,3559,danielfaulkner,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
177,3562,lucy.moffatt,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
178,3563,catherine.steptowe,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26/11/2013,31/12/1969,31/12/1969,26/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
179,3574,Hala_lahham,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/11/2013,31/12/1969,31/12/1969,28/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
180,3579,Mohamed.berroual,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/11/2013,28/11/2013,28/11/2013,28/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
181,3594,Ilhem.hamrouche,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/11/2013,28/11/2013,28/11/2013,28/11/2013,0,0,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
182,3595,Goose9937,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28/11/2013,31/12/1969,31/12/1969,28/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
183,3601,aguptak1,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
184,3603,ritesh.dudani,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
185,3606,salvi.prasadp,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,02/12/2013,02/12/2013,02/12/2013,0,0,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
186,3612,arwamustan,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
187,3615,vishal.taunk,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
188,3616,rajeshbaravkar,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
189,3617,shankaraanandks,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
190,3618,khansajeeth,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
191,3619,gawande.prashant,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
192,3621,engr.ritusharma,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,31/12/1969,31/12/1969,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
193,3622,rawatsuren1,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/12/2013,02/12/2013,02/12/2013,02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
